Id,Target
v_zlw3jo3muq_0007,1 877.665 488.945 37.09 87.55 48.87;1 952.475 389.925 41.09 103.55 8.03;1 958.27 223.37 36.4 88.64 3.6;1 989.02 696.605 35.9 87.67 3.19;1 1013.96 350.865 38.7 97.47 358.92;1 1013.565 56.85 36.59 88.38 1.77;4 404.11 526.955 98.58 36.45 356.18
v_zlw3jo3muq_0008,1 873.785 490.725 37.09 87.55 50.44;1 951.245 393.92 41.09 103.56 8.96;1 958.035 227.18 36.39 88.64 3.6;1 988.505 708.835 35.89 87.67 2.98;1 1014.095 361.455 38.69 97.47 359.04;1 1013.615 64.39 36.59 88.38 1.64;4 389.54 528.02 98.72 36.46 356.36
v_zlw3jo3muq_0009,1 869.895 492.505 37.09 87.55 52.01;1 950.01 397.915 41.08 103.55 9.89;1 957.795 230.985 36.39 88.63 3.6;1 987.985 721.055 35.89 87.67 2.77;1 1014.235 372.045 38.69 97.47 359.16;1 1013.665 71.94 36.59 88.38 1.51;4 374.97 529.085 98.86 36.45 356.54
v_zlw3jo3muq_0010,1 866.015 494.285 37.09 87.55 53.58;1 948.78 401.91 41.08 103.56 10.82;1 957.56 234.79 36.4 88.64 3.6;1 987.47 733.275 35.9 87.67 2.56;1 1014.37 382.635 38.7 97.47 359.28;1 1013.715 79.48 36.59 88.38 1.38;4 360.4 530.15 99 36.46 356.72
v_zlw3jo3muq_0011,1 862.13 496.065 37.08 87.55 55.15;1 947.55 405.905 41.08 103.55 11.75;1 957.325 238.6 36.39 88.64 3.6;1 986.95 745.495 35.9 87.67 2.35;1 1014.505 393.225 38.69 97.47 359.4;1 1013.755 87.03 36.59 88.38 1.25;4 345.83 531.215 99.14 36.45 356.9
v_zlw3jo3muq_0012,1 858.245 497.845 37.09 87.55 56.72;1 946.315 409.9 41.09 103.56 12.68;1 957.085 242.41 36.39 88.64 3.6;1 986.435 757.715 35.89 87.67 2.14;1 1014.645 403.815 38.69 97.47 359.52;1 1013.805 94.57 36.59 88.38 1.12;4 331.26 532.28 99.28 36.46 357.08
v_zlw3jo3muq_0013,1 854.365 499.615 37.09 87.55 58.29;1 945.085 413.895 41.09 103.55 13.61;1 956.85 246.215 36.4 88.63 3.6;1 985.915 769.935 35.89 87.67 1.93;1 1014.78 414.405 38.7 97.47 359.64;1 1013.855 102.12 36.59 88.38 0.99;4 316.69 533.345 99.42 36.45 357.26
v_zlw3jo3muq_0014,1 850.48 501.395 37.08 87.55 59.86;1 943.855 417.89 41.09 103.56 14.54;1 956.615 250.02 36.39 88.64 3.6;1 985.395 782.155 35.89 87.67 1.72;1 1014.92 424.995 38.7 97.47 359.76;1 1013.905 109.66 36.59 88.38 0.86;4 302.12 534.41 99.56 36.46 357.44
v_zlw3jo3muq_0015,1 846.595 503.175 37.09 87.55 61.43;1 942.625 421.885 41.09 103.55 15.47;1 956.375 253.83 36.39 88.64 3.6;1 984.88 794.385 35.9 87.67 1.51;1 1013.955 117.205 36.59 88.37 0.73;1 1015.055 435.59 38.69 97.46 359.88;4 287.55 535.475 99.7 36.45 357.62
v_zlw3jo3muq_0016,1 842.715 504.955 37.09 87.55 63;1 941.395 425.885 41.09 103.55 16.4;1 956.14 257.64 36.4 88.64 3.6;1 984.36 806.605 35.9 87.67 1.3;1 1013.995 124.75 36.59 88.38 0.6;1 1015.19 446.18 38.7 97.46 0;4 272.98 536.54 99.84 36.46 357.8
v_zlw3jo3muq_0017,1 837.745 506.175 37.09 87.55 64.34;1 939.005 429.645 41.09 103.33 18.03;1 955.715 262 36.39 88.64 3.6;1 984.045 820.565 35.89 87.67 1.3;1 1014.83 459.67 38.7 97.46 0.15;1 1013.915 129.88 36.59 88.38 0.6;4 257.975 536.955 99.95 36.53 357.99
v_zlw3jo3muq_0018,1 832.78 507.39 37.08 87.54 65.68;1 936.62 433.405 41.08 103.11 19.66;1 955.295 266.37 36.39 88.64 3.6;1 983.73 834.525 35.9 87.67 1.3;1 1014.475 473.165 38.69 97.47 0.3;1 1013.825 135.01 36.59 88.38 0.6;4 242.97 537.37 100.08 36.6 358.18
v_zlw3jo3muq_0019,1 827.815 508.605 37.09 87.55 67.02;1 934.235 437.165 41.09 102.89 21.29;1 954.87 270.735 36.4 88.63 3.6;1 983.41 848.495 35.9 87.67 1.3;1 1014.115 486.66 38.69 97.46 0.45;1 1013.745 140.14 36.59 88.38 0.6;4 227.96 537.79 100.2 36.68 358.37
v_zlw3jo3muq_0020,1 822.845 509.825 37.09 87.55 68.36;1 931.85 440.925 41.08 102.67 22.92;1 954.445 275.1 36.39 88.64 3.6;1 983.095 862.455 35.89 87.67 1.3;1 1013.755 500.155 38.69 97.47 0.6;1 1013.655 145.265 36.59 88.37 0.6;4 212.955 538.205 100.31 36.75 358.56
v_zlw3jo3muq_0021,1 817.885 511.045 37.09 87.55 69.7;1 929.46 444.685 41.08 102.45 24.55;1 954.02 279.47 36.4 88.64 3.6;1 982.78 876.415 35.9 87.67 1.3;1 1013.4 513.65 38.7 97.46 0.75;1 1013.575 150.39 36.59 88.38 0.6;4 197.945 538.62 100.43 36.84 358.75
v_zlw3jo3muq_0022,1 812.915 512.265 37.09 87.55 71.04;1 927.075 448.45 41.09 102.22 26.18;1 953.595 283.83 36.39 88.64 3.6;1 982.46 890.385 35.9 87.67 1.3;1 1013.04 527.145 38.7 97.47 0.9;1 1013.485 155.52 36.59 88.38 0.6;4 182.945 539.035 100.55 36.91 358.94
v_zlw3jo3muq_0023,1 807.955 513.475 37.09 87.55 72.38;1 924.69 452.205 41.08 101.99 27.81;1 953.175 288.2 36.39 88.64 3.6;1 982.145 904.345 35.89 87.67 1.3;1 1012.68 540.64 38.7 97.46 1.05;1 1013.405 160.65 36.59 88.38 0.6;4 167.935 539.45 100.67 36.98 359.13
v_zlw3jo3muq_0024,1 802.985 514.695 37.09 87.55 73.72;1 922.305 455.965 41.09 101.77 29.44;1 952.75 292.56 36.4 88.64 3.6;1 981.83 918.305 35.9 87.67 1.3;1 1012.32 554.13 38.7 97.46 1.2;1 1013.315 165.78 36.59 88.38 0.6;4 152.925 539.87 100.79 37.06 359.32
v_zlw3jo3muq_0025,1 798.02 515.915 37.08 87.55 75.06;1 919.915 459.725 41.09 101.55 31.07;1 952.325 296.93 36.39 88.64 3.6;1 981.51 932.275 35.9 87.67 1.3;1 1011.96 567.63 38.7 97.46 1.35;1 1013.235 170.91 36.59 88.38 0.6;4 137.925 540.285 100.91 37.13 359.51
v_zlw3jo3muq_0026,1 793.055 517.135 37.09 87.55 76.4;1 917.53 463.485 41.08 101.33 32.7;1 951.905 301.3 36.39 88.64 3.6;1 981.195 946.235 35.89 87.67 1.3;1 1011.605 581.12 38.69 97.46 1.5;1 1013.155 176.04 36.59 88.38 0.6;4 122.915 540.7 101.03 37.2 359.7
v_zlw3jo3muq_0027,1 787.435 517.685 37.09 87.55 77.5;1 913.97 467.205 41.08 101.33 34.35;1 951.535 307.34 36.39 88.64 4;1 980.96 960.715 35.9 87.67 1.3;1 1011.42 596.14 38.7 97.46 1.5;1 1013.245 179.06 36.59 88.38 0.6;4 108.135 541.175 101.03 37.21 359.7
v_zlw3jo3muq_0028,1 781.815 518.24 37.09 87.54 78.6;1 910.41 470.925 41.08 101.33 36;1 951.17 313.385 36.4 88.63 4.4;1 980.72 975.205 35.9 87.67 1.3;1 1011.235 611.16 38.69 97.46 1.5;1 1013.335 182.08 36.59 88.38 0.6;4 93.35 541.645 101.02 37.21 359.7
v_zlw3jo3muq_0029,1 776.195 518.795 37.09 87.55 79.7;1 906.845 474.645 41.09 101.33 37.65;1 950.8 319.43 36.4 88.64 4.8;1 980.485 989.695 35.89 87.67 1.3;1 1011.055 626.18 38.69 97.46 1.5;1 1013.425 185.1 36.59 88.38 0.6;4 78.57 542.12 101.02 37.2 359.7
v_zlw3jo3muq_0030,1 770.575 519.345 37.09 87.55 80.8;1 903.285 478.37 41.09 101.32 39.3;1 950.435 325.47 36.39 88.64 5.2;1 980.25 1004.175 35.9 87.67 1.3;1 1010.87 641.2 38.7 97.46 1.5;1 1013.515 188.125 36.59 88.37 0.6;4 63.79 542.595 101.02 37.21 359.7
v_zlw3jo3muq_0031,1 763.83 519.595 37.08 87.55 81.63;1 898.75 481.275 41.08 101.33 41.31;1 949.49 331.29 36.4 88.64 5.93;1 980.09 1019.375 35.9 87.67 1.3;1 1010.345 658.105 38.69 97.47 1.5;1 1013.575 190.63 36.59 88.38 0.6;4 50.41 542.835 100.82 37.21 359.7
v_zlw3jo3muq_0032,1 757.085 519.84 37.09 87.54 82.46;1 894.215 484.185 41.09 101.33 43.32;1 948.545 337.11 36.39 88.64 6.66;1 979.935 1034.575 35.89 87.67 1.3;1 1009.82 675.01 38.7 97.46 1.5;1 1013.645 193.13 36.59 88.38 0.6;4 43.205 542.87 86.41 37.2 359.7
v_zlw3jo3muq_0033,1 750.335 520.085 37.09 87.55 83.29;1 889.675 487.095 41.09 101.33 45.33;1 947.595 342.93 36.39 88.64 7.39;1 980.08 1042.65 35.9 74.7 1.3;1 1009.29 691.92 38.7 97.46 1.5;1 1013.705 195.63 36.59 88.38 0.6;4 36 542.905 72 37.21 359.7
v_zlw3jo3muq_0034,1 743.595 520.335 37.09 87.55 84.12;1 885.14 489.995 41.08 101.33 47.34;1 946.65 348.75 36.4 88.64 8.12;1 979.915 1049.935 35.89 60.13 1.3;1 1008.765 708.825 38.69 97.47 1.5;1 1013.765 198.13 36.59 88.38 0.6;4 28.025 542.95 56.05 37.2 359.7
v_zlw3jo3muq_0035,1 736.845 520.575 37.09 87.55 84.95;1 880.605 492.905 41.09 101.33 49.35;1 945.705 354.565 36.39 88.63 8.85;1 979.75 1057.215 35.9 45.57 1.3;1 1008.24 725.73 38.7 97.46 1.5;1 1013.835 200.63 36.59 88.38 0.6;4 20.05 542.995 40.1 37.21 359.7
v_zlw3jo3muq_0036,1 730.1 520.825 37.08 87.55 85.78;1 876.07 495.815 41.08 101.33 51.36;1 944.76 360.38 36.4 88.64 9.58;1 979.585 1064.495 35.89 31.01 1.3;1 1007.715 742.64 38.69 97.46 1.5;1 1013.895 203.13 36.59 88.38 0.6
v_zlw3jo3muq_0037,1 723.355 521.065 37.09 87.55 86.61;1 871.535 498.725 41.09 101.33 53.37;1 943.815 366.2 36.39 88.64 10.31;1 1007.19 759.545 38.7 97.47 1.5;1 1013.96 205.63 36.58 88.38 0.6
v_zlw3jo3muq_0038,1 716.61 521.315 37.08 87.55 87.44;1 866.995 501.625 41.09 101.33 55.38;1 942.865 372.02 36.39 88.64 11.04;1 1006.665 777.385 38.69 97.47 1.5;1 1014.025 208.13 36.59 88.38 0.6
v_zlw3jo3muq_0039,1 709.865 521.555 37.09 87.55 88.27;1 861.47 503.545 41.08 101.33 57.39;1 941.92 377.84 36.4 88.64 11.77;1 1006.14 795.225 38.7 97.47 1.5;1 1014.085 210.635 36.59 88.37 0.6
v_zlw3jo3muq_0040,1 703.115 521.805 37.09 87.55 89.1;1 855.945 505.465 41.09 101.33 59.4;1 940.975 383.655 36.39 88.63 12.5;1 1005.615 813.065 38.69 97.47 1.5;1 1014.155 213.14 36.59 88.38 0.6
v_zlw3jo3muq_0041,1 695.615 521.995 37.09 87.55 89.1;1 849.77 507.815 41.08 101.33 60.6857;1 939.02 388.27 36.4 88.64 13.7857;1 1005.35 831.225 38.7 97.47 1.5;1 1014.225 216.38 36.59 88.38 0.6
v_zlw3jo3muq_0042,1 688.105 522.195 37.09 87.55 89.1;1 843.595 510.16 41.09 101.32 61.9714;1 937.065 392.88 36.39 88.64 15.0714;1 1005.09 849.385 38.7 97.47 1.5;1 1014.305 219.63 36.59 88.38 0.6
v_zlw3jo3muq_0043,1 680.605 522.39 37.09 87.54 89.1;1 837.415 512.505 41.09 101.33 63.2571;1 935.11 397.49 36.4 88.64 16.3571;1 1004.83 867.545 38.7 97.47 1.5;1 1014.385 222.87 36.59 88.38 0.6
v_zlw3jo3muq_0044,1 673.095 522.585 37.09 87.55 89.1;1 831.24 514.855 41.08 101.33 64.5429;1 933.155 402.11 36.39 88.64 17.6429;1 1004.57 885.705 38.7 97.47 1.5;1 1014.465 226.115 36.59 88.37 0.6
v_zlw3jo3muq_0045,1 665.59 522.785 37.08 87.55 89.1;1 825.065 517.195 41.09 101.33 65.8286;1 931.2 406.72 36.4 88.64 18.9286;1 1004.305 903.865 38.69 97.47 1.5;1 1014.545 229.36 36.59 88.38 0.6
v_zlw3jo3muq_0046,1 658.085 522.975 37.09 87.55 89.1;1 818.885 519.545 41.09 101.33 67.1143;1 929.245 411.33 36.39 88.64 20.2143;1 1004.045 922.025 38.69 97.47 1.5;1 1014.625 232.605 36.59 88.37 0.6
v_zlw3jo3muq_0047,1 650.58 523.175 37.08 87.55 89.1;1 812.71 521.89 41.08 101.32 68.4;1 927.29 415.94 36.4 88.64 21.5;1 1003.785 940.19 38.69 97.46 1.5;1 1014.695 235.85 36.59 88.38 0.6
v_zlw3jo3muq_0048,1 642.945 521.895 37.09 87.55 89.1;1 805.35 524.145 41.08 101.33 68.8;1 924.635 420.235 36.39 88.63 22.4;1 1003.36 960.53 38.7 97.46 1.5;1 1014.155 239.13 36.59 88.38 0.6
v_zoqo2dlzf7_0000,1 274.435 467.925 99.59 36.17 0;1 981.6 728.56 39.34 109.14 0.3889;1 996.375 562.05 36.65 85.28 0;1 1104.11 501.965 89.2 38.31 0;1 1216.185 457.86 90.13 36.22 0;1 1322.125 509.435 98.17 35.31 0;8 1868.445 476.43 91.55 33.8 0
v_zoqo2dlzf7_0001,1 291.715 467.895 99.59 36.17 0;1 981.8 725.84 39.34 109.14 0.7778;1 996.48 557.095 36.64 85.27 0;1 1114.44 502.195 89.2 38.31 0;1 1227.665 457.805 90.13 36.23 0;1 1331.775 509.565 98.17 35.31 0;8 1876.5 476.14 87 33.8 0
v_zoqo2dlzf7_0002,1 309.005 467.855 99.59 36.17 0;1 982 723.13 39.34 109.14 1.1667;1 996.58 552.135 36.64 85.27 0;1 1124.77 502.435 89.2 38.31 0;1 1239.15 457.745 90.14 36.23 0;1 1341.415 509.695 98.17 35.31 0;8 1883.45 476.14 73.1 33.8 0
v_zoqo2dlzf7_0003,1 326.285 467.815 99.59 36.17 0;1 982.205 720.42 39.35 109.14 1.5556;1 996.68 547.18 36.64 85.28 0;1 1135.1 502.665 89.2 38.31 0;1 1250.63 457.69 90.14 36.22 0;1 1351.065 509.825 98.17 35.31 0;8 1888.3 476.14 63.4 33.8 0
v_zoqo2dlzf7_0004,1 343.575 467.775 99.59 36.17 0;1 982.41 717.7 39.34 109.14 1.9444;1 996.78 542.225 36.64 85.27 0;1 1145.43 502.905 89.2 38.31 0;1 1262.11 457.635 90.14 36.23 0;1 1360.705 509.955 98.17 35.31 0;8 1894.5 476.14 51 33.8 0
v_zoqo2dlzf7_0005,1 360.855 467.735 99.59 36.17 0;1 982.61 714.99 39.34 109.14 2.3333;1 996.885 537.265 36.65 85.27 0;1 1155.76 503.135 89.2 38.31 0;1 1273.59 457.575 90.14 36.23 0;1 1370.345 510.09 98.17 35.3 0;8 1899.9 476.14 40.2 33.8 0
v_zoqo2dlzf7_0006,1 378.145 467.695 99.59 36.17 0;1 982.815 712.28 39.35 109.14 2.7222;1 996.99 532.305 36.64 85.27 0;1 1166.09 503.375 89.2 38.31 0;1 1285.07 457.52 90.14 36.22 0;1 1379.995 510.22 98.17 35.3 0;8 1905.65 476.14 28.7 33.8 0
v_zoqo2dlzf7_0007,1 395.425 467.655 99.59 36.17 0;1 983.02 709.56 39.34 109.14 3.1111;1 997.09 527.35 36.64 85.28 0;1 1176.42 503.605 89.2 38.31 0;1 1296.55 457.465 90.14 36.23 0;1 1389.635 510.35 98.17 35.3 0;8 1911.4 476.14 17.2 33.8 0
v_zoqo2dlzf7_0008,1 412.71 467.615 99.58 36.17 0;1 983.22 706.85 39.34 109.14 3.5;1 997.19 522.395 36.64 85.27 0;1 1186.75 503.84 89.2 38.3 0;1 1308.03 457.405 90.14 36.23 0;1 1399.285 510.48 98.17 35.3 0
v_zoqo2dlzf7_0009,1 429.875 467.735 99.59 36.17 0;1 983.935 703.2 39.35 109.14 4.15;1 997.435 515.55 36.65 85.28 0;1 1197.09 503.155 89.2 38.31 359.51;1 1320.68 457.165 90.14 36.23 0;1 1409.775 510.845 98.17 35.31 0
v_zoqo2dlzf7_0010,1 447.035 467.855 99.59 36.17 0;1 984.65 699.56 39.34 109.14 4.8;1 997.68 508.705 36.64 85.27 0;1 1207.43 502.475 89.2 38.31 359.02;1 1333.335 456.925 90.13 36.23 0;1 1420.275 511.21 98.17 35.3 0
v_zoqo2dlzf7_0011,1 464.195 467.975 99.59 36.17 0;1 985.36 695.92 39.34 109.14 5.45;1 997.925 501.86 36.65 85.28 0;1 1217.77 501.785 89.2 38.31 358.53;1 1345.985 456.69 90.13 36.22 0;1 1430.775 511.575 98.17 35.31 0
v_zoqo2dlzf7_0012,1 481.365 468.085 99.59 36.17 0;1 986.07 692.27 39.34 109.14 6.1;1 998.17 495.015 36.64 85.27 0;1 1228.105 501.105 89.19 38.31 358.04;1 1358.635 456.455 90.13 36.23 0;1 1441.275 511.94 98.17 35.3 0
v_zoqo2dlzf7_0013,1 498.525 468.205 99.59 36.17 0;1 986.785 688.63 39.35 109.14 6.75;1 998.41 488.17 36.64 85.28 0;1 1238.44 500.415 89.2 38.31 357.55;1 1371.285 456.215 90.13 36.23 0;1 1451.775 512.305 98.17 35.31 0
v_zoqo2dlzf7_0014,1 515.685 468.325 99.59 36.17 0;1 987.5 684.98 39.34 109.14 7.4;1 998.66 481.325 36.64 85.27 0;1 1248.78 499.735 89.2 38.31 357.06;1 1383.94 455.975 90.14 36.23 0;1 1462.275 512.675 98.17 35.31 0
v_zoqo2dlzf7_0015,1 532.845 468.445 99.59 36.17 0;1 988.21 681.34 39.34 109.14 8.05;1 998.9 474.485 36.64 85.27 0;1 1259.12 499.045 89.2 38.31 356.57;1 1396.59 455.735 90.14 36.23 0;1 1472.775 513.035 98.17 35.31 0
v_zoqo2dlzf7_0016,1 550.015 468.565 99.59 36.17 0;1 988.925 677.69 39.35 109.14 8.7;1 999.15 467.635 36.64 85.27 0;1 1269.46 498.365 89.2 38.31 356.08;1 1409.24 455.495 90.14 36.23 0;1 1483.275 513.405 98.17 35.31 0
v_zoqo2dlzf7_0017,1 567.175 468.685 99.59 36.17 0;1 989.64 674.05 39.34 109.14 9.35;1 999.39 460.795 36.64 85.27 0;1 1279.8 497.675 89.2 38.31 355.59;1 1421.89 455.255 90.14 36.23 0;1 1493.775 513.77 98.17 35.3 0
v_zoqo2dlzf7_0018,1 584.335 468.795 99.59 36.17 0;1 990.35 670.4 39.34 109.14 10;1 999.635 453.945 36.65 85.27 0;1 1290.14 496.995 89.2 38.31 355.1;1 1434.54 455.02 90.14 36.22 0;1 1504.275 514.135 98.17 35.31 0
v_zoqo2dlzf7_0019,1 600.205 468.635 99.59 36.17 0;1 991.45 667.38 39.34 109.14 10.68;1 999.635 444.72 36.65 85.28 0;1 1300.96 496.105 89.2 38.31 355.1;1 1448.475 454.775 90.13 36.23 0;1 1516.835 514.745 98.17 35.31 0
v_zoqo2dlzf7_0020,1 616.065 468.475 99.59 36.17 0;1 992.55 664.35 39.34 109.14 11.36;1 999.635 435.495 36.65 85.27 0;1 1311.78 495.225 89.2 38.31 355.1;1 1462.41 454.53 90.14 36.22 0;1 1529.395 515.355 98.17 35.31 0
v_zoqo2dlzf7_0021,1 631.925 468.315 99.59 36.17 0;1 993.65 661.33 39.34 109.14 12.04;1 999.635 426.265 36.65 85.27 0;1 1322.59 494.335 89.2 38.31 355.1;1 1476.345 454.285 90.13 36.23 0;1 1541.955 515.965 98.17 35.31 0
v_zoqo2dlzf7_0022,1 647.795 468.155 99.59 36.17 0;1 994.75 658.3 39.34 109.14 12.72;1 999.635 417.035 36.65 85.27 0;1 1333.41 493.45 89.2 38.3 355.1;1 1490.275 454.045 90.13 36.23 0;1 1554.515 516.575 98.17 35.31 0
v_zoqo2dlzf7_0023,1 663.655 468.005 99.59 36.17 0;1 995.85 655.28 39.34 109.14 13.4;1 999.635 407.805 36.65 85.27 0;1 1344.23 492.565 89.2 38.31 355.1;1 1504.21 453.795 90.14 36.23 0;1 1567.065 517.19 98.17 35.3 0
v_zoqo2dlzf7_0024,1 679.515 467.845 99.59 36.17 0;1 996.95 652.25 39.34 109.14 14.08;1 999.635 398.58 36.65 85.28 0;1 1355.04 491.675 89.2 38.31 355.1;1 1518.145 453.555 90.13 36.23 0;1 1579.625 517.8 98.17 35.3 0
v_zoqo2dlzf7_0025,1 695.385 467.685 99.59 36.17 0;1 998.05 649.23 39.34 109.14 14.76;1 999.635 389.355 36.65 85.27 0;1 1365.86 490.795 89.2 38.31 355.1;1 1532.08 453.305 90.14 36.23 0;1 1592.185 518.41 98.17 35.3 0;8 12.35 519.88 24 26.2 0
v_zoqo2dlzf7_0026,1 711.245 467.525 99.59 36.17 0;1 999.15 646.2 39.34 109.14 15.44;1 999.635 380.125 36.65 85.27 0;1 1376.68 489.905 89.2 38.31 355.1;1 1546.01 453.065 90.14 36.23 0;1 1604.745 519.025 98.17 35.31 0;8 18.225 519.88 35.75 26.2 0
v_zoqo2dlzf7_0027,1 727.105 467.365 99.59 36.17 0;1 1000.255 643.18 39.35 109.14 16.12;1 999.635 370.895 36.65 85.27 0;1 1387.5 489.02 89.2 38.3 355.1;1 1559.945 452.82 90.13 36.22 0;1 1617.305 519.635 98.17 35.31 0;8 26.775 519.88 52.85 26.2 0
v_zoqo2dlzf7_0028,1 742.975 467.205 99.59 36.17 0;1 999.635 361.665 36.65 85.27 0;1 1001.355 640.15 39.35 109.14 16.8;1 1398.31 488.135 89.2 38.31 355.1;1 1573.88 452.575 90.14 36.23 0;1 1629.865 520.245 98.17 35.31 0;8 34.11 518.89 59.38 26.2 0
v_zoqo2dlzf7_0029,1 762.145 466.975 99.59 36.17 0;1 999.295 349.565 36.65 85.27 0;1 1002.58 637.62 39.34 109.14 17.1364;1 1409.56 488.135 89.2 38.31 355.1;1 1588.825 453.075 90.13 36.23 0;1 1643.725 520.525 98.17 35.31 0;8 46.25 518.01 62.3 26.2 0
v_zoqo2dlzf7_0030,1 776.015 466.405 99.59 36.17 0;1 999.185 338.115 36.65 85.27 0;1 1003.81 635.1 39.34 109.14 17.4727;1 1420.81 488.135 89.2 38.31 355.1;1 1603.77 453.575 90.14 36.23 0;1 1657.585 520.8 98.17 35.3 0;8 57.82 518.01 62.3 26.2 0
v_zoqo2dlzf7_0031,1 789.875 465.825 99.59 36.17 0;1 999.075 326.67 36.65 85.28 0;1 1005.035 632.57 39.35 109.14 17.8091;1 1432.06 488.135 89.2 38.31 355.1;1 1618.71 454.075 90.14 36.23 0;1 1671.445 521.08 98.17 35.3 0;8 69.385 518.01 62.29 26.2 0
v_zoqo2dlzf7_0032,1 803.745 465.255 99.59 36.17 0;1 998.965 315.225 36.65 85.27 0;1 1006.26 630.04 39.34 109.14 18.1455;1 1443.31 488.135 89.2 38.31 355.1;1 1633.66 454.575 90.14 36.23 0;1 1685.305 521.355 98.17 35.31 0;8 80.95 518.01 62.3 26.2 0
v_zoqo2dlzf7_0033,1 817.615 464.685 99.59 36.17 0;1 998.86 303.78 36.64 85.28 0;1 1007.49 627.51 39.34 109.14 18.4818;1 1454.56 488.135 89.2 38.31 355.1;1 1648.6 455.075 90.14 36.23 0;1 1699.165 521.635 98.17 35.31 0;8 92.52 518.01 62.3 26.2 0
v_zoqo2dlzf7_0034,1 831.48 464.11 99.58 36.18 0;1 998.75 292.335 36.64 85.27 0;1 1008.715 624.98 39.35 109.14 18.8182;1 1465.815 488.135 89.19 38.31 355.1;1 1663.545 455.575 90.13 36.23 0;1 1713.035 521.91 98.17 35.3 0;8 104.09 518.01 62.3 26.2 0
v_zoqo2dlzf7_0035,1 845.345 463.535 99.59 36.17 0;1 998.64 280.89 36.64 85.28 0;1 1009.945 622.45 39.35 109.14 19.1545;1 1477.065 488.135 89.19 38.31 355.1;1 1678.49 456.075 90.14 36.23 0;1 1726.895 522.19 98.17 35.3 0;8 115.65 518.01 62.3 26.2 0
v_zoqo2dlzf7_0036,1 859.215 462.965 99.59 36.17 0;1 998.53 269.445 36.64 85.27 0;1 1011.17 619.92 39.34 109.14 19.4909;1 1488.315 488.135 89.19 38.31 355.1;1 1693.435 456.575 90.13 36.23 0;1 1740.755 522.465 98.17 35.31 0;8 127.22 518.01 62.3 26.2 0
v_zoqo2dlzf7_0037,1 873.085 462.395 99.59 36.17 0;1 998.42 258 36.64 85.28 0;1 1012.4 617.395 39.34 109.15 19.8273;1 1499.57 488.135 89.2 38.31 355.1;1 1708.38 457.075 90.14 36.23 0;1 1754.615 522.745 98.17 35.31 0;8 138.79 518.01 62.3 26.2 0
v_zoqo2dlzf7_0038,1 886.95 461.815 99.58 36.17 0;1 998.31 246.555 36.64 85.27 0;1 1013.625 614.87 39.35 109.14 20.1636;1 1510.82 488.135 89.2 38.31 355.1;1 1723.325 457.575 90.13 36.23 0;1 1768.475 523.025 98.17 35.31 0;8 150.355 518.01 62.29 26.2 0
v_zoqo2dlzf7_0039,1 900.815 461.245 99.59 36.17 0;1 998.2 235.105 36.64 85.27 0;1 1014.85 612.34 39.34 109.14 20.5;1 1522.07 488.135 89.2 38.31 355.1;1 1738.27 458.075 90.14 36.23 0;1 1782.335 523.3 98.17 35.3 0;8 161.92 518.01 62.3 26.2 0
v_zoqo2dlzf7_0040,1 921.895 461.555 99.59 36.17 0;1 995.92 222.555 36.64 85.27 0;1 1016.62 609.63 39.34 109.14 21.2667;1 1535.535 485.915 89.19 38.31 355.1;1 1751.105 456.855 90.13 36.23 0;1 1797.615 524.525 98.17 35.31 0;8 174.89 518.745 62.3 26.19 0
v_zoqo2dlzf7_0041,1 937.155 461.385 99.59 36.17 0;1 996.115 208.055 36.65 85.27 0;1 1018.385 606.92 39.35 109.14 22.0333;1 1548.14 485.33 89.2 38.3 355.1;1 1767.65 457.535 90.14 36.23 0;1 1813.135 524.75 98.17 35.3 0;8 187.56 518.63 62.3 26.2 0
v_zoqo2dlzf7_0042,1 952.415 461.215 99.59 36.17 0;1 996.31 193.555 36.64 85.27 0;1 1020.155 604.205 39.35 109.15 22.8;1 1560.74 484.74 89.2 38.3 355.1;1 1784.2 458.225 90.14 36.23 0;1 1828.655 524.98 98.17 35.3 0;8 200.23 518.52 62.3 26.2 0
v_zoqo2dlzf7_0043,1 966.855 461.215 99.59 36.17 0;1 994.99 181.405 36.64 85.27 0;1 1022.43 600.55 39.34 109.14 25.0667;1 1574.205 484.74 89.19 38.3 355.1;1 1798.46 459.805 90.14 36.23 0;1 1845.295 524.98 98.17 35.3 0;8 214.87 519.41 62.3 26.2 0
v_zoqo2dlzf7_0044,1 981.835 460.915 94.65 36.17 0;1 994.5 166.81 36.64 85.28 0;1 1024.71 596.89 39.34 109.14 27.3333;1 1588.47 484.965 89.2 38.31 355.1;1 1815.085 460.745 90.13 36.23 0;1 1860.95 526.685 92.48 35.31 0;8 226.17 519.76 62.3 26.2 0
v_zoqo2dlzf7_0045,1 996.815 460.615 89.71 36.17 0;1 994.005 152.215 36.65 85.27 0;1 1026.99 593.23 39.34 109.14 29.6;1 1602.74 485.195 89.2 38.31 355.1;1 1831.71 461.685 90.14 36.23 0;1 1876.6 528.39 86.8 35.3 0;8 237.47 520.11 62.3 26.2 0
v_zoqo2dlzf7_0046,1 1011.77 460.585 89.7 36.17 0;1 992.95 136.895 36.64 85.27 0;1 1029.995 590.02 39.35 109.14 30.7875;1 1618.11 485.545 89.2 38.31 355.1;1 1848.11 462.04 90.14 36.22 0;1 1884.5 528.39 71 35.3 0;8 249.84 519.95 62.3 26.2 0
